,Station,Latitude,Longitude,Zone,Postcode,Places to visit nearby,Fun fact
278,Highbury and Islington,51.54649533885,-0.104082139239353,2,N1 1SE,<to_complete>,<to_complete>
279,Highgate,51.5776463793385,-0.146934860933741,3,N6 5BH,<to_complete>,<to_complete>
280,Hillingdon,51.553776781763695,-0.449897981623021,6,UB10 9NR,<to_complete>,<to_complete>
281,Hither Green,51.4524017232365,-0.0009709123245438,3,SE13 5NF,<to_complete>,<to_complete>
282,Holborn,51.5172355413957,-0.119840506602937,1,WC2B 6AA,<to_complete>,<to_complete>
283,Holland Park,51.5071461481404,-0.206557775412328,2,W11 3RB,<to_complete>,<to_complete>
284,Holloway Road,51.5528159210644,-0.11293569621686,2,N7 8HS,<to_complete>,<to_complete>
285,Homerton,51.5465953861965,-0.0385123470211163,2,E9 5SD,<to_complete>,<to_complete>
286,Honor Oak Park,51.4506481710405,-0.0441531210321066,3,SE23 3LE,<to_complete>,<to_complete>
287,Hornchurch,51.55435547079,0.218926999411176,6,RM12 6LS,<to_complete>,<to_complete>
288,Hornsey,51.5864746710952,-0.11181563739976,3,N8 8SE,<to_complete>,<to_complete>
289,Hounslow,51.4625042272728,-0.361796248390842,5,TW3 3DL,<to_complete>,<to_complete>
290,Hounslow Central,51.4709251687999,-0.36595812136688,4,TW3 1JG,<to_complete>,<to_complete>
291,Hounslow East,51.4737073148076,-0.355275314498969,4,TW3 4AB,<to_complete>,<to_complete>
292,Hounslow West,51.4731050863714,-0.385707619977202,5,TW3 3DH,<to_complete>,<to_complete>
293,Hoxton,51.5313914913672,-0.0755856468761882,1,E2 8HR,<to_complete>,<to_complete>
294,Hyde Park Corner,51.5025837655421,-0.152474112631868,1,SW1X 7LY,<to_complete>,<to_complete>
295,Ickenham,51.560824332912,-0.441579501268799,6,UB10 8PD,<to_complete>,<to_complete>
296,Ilford,51.5591423566676,0.0686851911807607,4,IG1 4DU,<to_complete>,<to_complete>
297,Imperial Wharf,51.4749386300301,-0.182837502801637,2,SW6 2HA,<to_complete>,<to_complete>
298,Island Gardens,51.4879500735802,-0.0104933031301963,2,E14 3FA,<to_complete>,<to_complete>
299,Isleworth,51.475036873487,-0.337328758459813,4,TW7 4BX,<to_complete>,<to_complete>
300,Iver,51.508501301636,-0.506740418939111,9,SL0 9AU,<to_complete>,<to_complete>
301,Kenley,51.3246001489774,-0.101219712172033,6,CR8 5JA,<to_complete>,<to_complete>
302,Kennington,51.4886622888157,-0.105070612774,2,SE11 4JQ,<to_complete>,<to_complete>
303,Kensal Green,51.5305238487188,-0.224713381138044,2,NW10 5JT,<to_complete>,<to_complete>
304,Kensal Rise,51.5342147055381,-0.220820975825494,2,NW10 3NT,<to_complete>,<to_complete>
305,Kensington,51.4978793571258,-0.210379239767883,2,W14 0NE,<to_complete>,<to_complete>
306,Kent House,51.4127175867398,-0.0458155530612076,4,BR3 1JF,<to_complete>,<to_complete>
307,Kentish Town,51.5500092942818,-0.140471262700526,2,NW5 2AA,<to_complete>,<to_complete>
308,Kentish Town West,51.5465477318151,-0.146756408622474,2,NW5 3LD,<to_complete>,<to_complete>
309,Kenton,51.5814957703514,-0.315216860826321,4,HA3 0XS,<to_complete>,<to_complete>
310,Kew Bridge,51.4900041453257,-0.288846489888672,3,TW8 0EF,<to_complete>,<to_complete>
311,Kew Gardens,51.4767886712304,-0.285381006676174,9,TW9 3PZ,<to_complete>,<to_complete>
312,Kidbrooke,51.46269023697,0.028300239185478,3,SE3 9NF,<to_complete>,<to_complete>
313,Kilburn,51.546944102866,-0.204632716699255,2,NW6 7QL,<to_complete>,<to_complete>
314,Kilburn High Road,51.5372674307248,-0.191113103613429,2,NW6 7QL,<to_complete>,<to_complete>
315,Kilburn Park,51.5351352218434,-0.193966054939706,2,NW6 5AD,<to_complete>,<to_complete>
316,King George V,51.5020087119328,0.0622062141092917,3,E16 2JF,<to_complete>,<to_complete>
317,King Henry's Drive,51.3453640669913,-0.0202647574245281,3,CR0 0LH,<to_complete>,<to_complete>
318,King's Cross,51.5307979924803,-0.122756420526631,1,N1 9AL,<to_complete>,<to_complete>
319,Kings Cross St. Pancras,51.5303122619463,-0.123872128687034,1,N1 9AL,<to_complete>,<to_complete>
320,Kingsbury,51.5848760634912,-0.278601603713172,4,NW9 9EG,<to_complete>,<to_complete>
321,Kingston,51.412641273140096,-0.301141034921329,6,KT1 1UJ,<to_complete>,<to_complete>
322,Kingswood,51.2947227949647,-0.21123322352396,6,KT20 6EN,<to_complete>,<to_complete>
323,Knightsbridge,51.5013546370189,-0.160664484622809,1,SW3 1ED,<to_complete>,<to_complete>
324,Knockholt,51.34575215653489,0.13083103983432,6,TN14 7HR,<to_complete>,<to_complete>
325,Ladbroke Grove,51.5172103317528,-0.210198169891793,2,W10 6HJ,<to_complete>,<to_complete>
326,Ladywell,51.4561921061853,-0.0192444011254866,3,SE13 7XB,<to_complete>,<to_complete>
327,Lambeth North,51.4991297653886,-0.111768260460206,1,SE1 7XG,<to_complete>,<to_complete>
328,Lancaster Gate,51.511890658328305,-0.175429926789792,1,W2 4QH,<to_complete>,<to_complete>
329,Langdon Park,51.5188839160837,-0.0152137989477048,2,E14 6NW,<to_complete>,<to_complete>
330,Langley,51.5080607734654,-0.541770556061928,9,SL3 6DB,<to_complete>,<to_complete>
331,Latimer Road,51.5139577448775,-0.217459663317242,2,W10 6SZ,<to_complete>,<to_complete>
332,Lea Bridge,51.5666362038515,-0.0366831576627724,3,E10 7PG,<to_complete>,<to_complete>
333,Lebanon Road,51.3751988602505,-0.0849736487598167,3,CR0 6SF,<to_complete>,<to_complete>
334,Lee,51.44945854444249,0.0133646923821205,3,SE12 9JG,<to_complete>,<to_complete>
335,Leicester Square,51.5112909741717,-0.128242146629807,1,WC2H 0AP,<to_complete>,<to_complete>
336,Lewisham,51.4648806955123,-0.0124327008980092,2,SE13 7RY,<to_complete>,<to_complete>
337,Leyton,51.5581322623127,-0.006465331580603,3,E10 5PS,<to_complete>,<to_complete>
338,Leyton Midland Road,51.5693642287863,-0.0080663474303507,3,E10 6JT,<to_complete>,<to_complete>
339,Leytonstone,51.5685223067262,0.0091404519570612,3,E11 1HE,<to_complete>,<to_complete>
340,Leytonstone High Road,51.56380736036449,0.0082544688359558,3,E11 4RE,<to_complete>,<to_complete>
341,Limehouse,51.5123121016766,-0.0393800776624937,2,E14 7JD,<to_complete>,<to_complete>
342,Liverpool Street,51.517598132254,-0.0822496218888544,1,EC2M 7PR,<to_complete>,<to_complete>
343,Lloyd Park,51.3642754053557,-0.0807462726980878,3,CR0 5RA,<to_complete>,<to_complete>
344,London Bridge,51.5046742093043,-0.0860055977481396,1,SE1 2SW,<to_complete>,<to_complete>
345,London City Airport,51.5036897452474,0.0478727155835259,3,E16 2DS,<to_complete>,<to_complete>
346,London Fields,51.5407187492493,-0.0576996862209217,2,E8 3PH,<to_complete>,<to_complete>
347,Loughborough Junction,51.466678734544,-0.102497340930631,2,SW9 8SA,<to_complete>,<to_complete>
348,Loughton,51.641570570828,0.0552790792874479,6,IG10 4PD,<to_complete>,<to_complete>
349,Lower Sydenham,51.4248467905185,-0.033330341481054,4,SE26 5AU,<to_complete>,<to_complete>
350,Maida Vale,51.5299947556212,-0.185432644935856,2,W9 1JS,<to_complete>,<to_complete>
351,Maidenhead,51.518667426954096,-0.72267491057478,9,SL6 1EW,<to_complete>,<to_complete>
352,Malden Manor,51.3846091104699,-0.261120412431734,4,KT3 5PN,<to_complete>,<to_complete>
353,Manor House,51.5707469861909,-0.0956849757319274,2,N4 1BZ,<to_complete>,<to_complete>
354,Manor Park,51.5528544275939,0.045723870186973,3,E12 5EP,<to_complete>,<to_complete>
355,Mansion House,51.5120915984511,-0.0941976572437842,1,EC4N 6JD,<to_complete>,<to_complete>
356,Marble Arch,51.5139652346594,-0.158571214792758,1,W1C 2JS,<to_complete>,<to_complete>
357,Maryland,51.5456682829975,0.0056816541842525,3,E15 1SA,<to_complete>,<to_complete>
358,Marylebone,51.5223964032654,-0.163492562310913,1,NW1 6JJ,<to_complete>,<to_complete>
359,Maze Hill,51.4830136644311,0.0032048968185599,3,SE10 9XG,<to_complete>,<to_complete>
360,Meridian Water,51.6083117089913,-0.050959906384394,4,N18 3HF,<to_complete>,<to_complete>
361,Merton Park,51.413391280969,-0.201342028812417,3,SW19 3HA,<to_complete>,<to_complete>
362,Mile End,51.5253109195645,-0.0326660842711517,2,E3 4DH,<to_complete>,<to_complete>
363,Mill Hill Broadway,51.6128707220669,-0.24953706487303,4,NW7 2JU,<to_complete>,<to_complete>
364,Mill Hill East,51.608316303686,-0.209895710314407,4,NW7 1BS,<to_complete>,<to_complete>
365,Mitcham,51.3974883365194,-0.17087164547873,3,CR4 4BD,<to_complete>,<to_complete>
366,Mitcham Eastfields,51.408383659999,-0.154001717426646,3,CR4 2ND,<to_complete>,<to_complete>
367,Mitcham Junction,51.3930423124126,-0.157436642225589,4,CR4 4HN,<to_complete>,<to_complete>
368,Monument,51.510630277351,-0.0861883132610571,1,EC4R 9AA,<to_complete>,<to_complete>
369,Moor Park,51.6299299595336,-0.432913016495897,6,HA6 2JQ,<to_complete>,<to_complete>
370,Moorgate,51.5184369958311,-0.0890176874196191,1,EC2M 6TX,<to_complete>,<to_complete>
371,Morden,51.4021856447495,-0.194851979519044,4,SM4 5AZ,<to_complete>,<to_complete>
372,Morden Road,51.4088715755148,-0.192805675093396,3,SW19 3BX,<to_complete>,<to_complete>
373,Morden South,51.3963073717591,-0.200301559721281,4,SM4 5AN,<to_complete>,<to_complete>
374,Mornington Crescent,51.5343619927468,-0.138744348724714,2,NW1 2JA,<to_complete>,<to_complete>
375,Mortlake,51.4681675008265,-0.267203309759762,3,SW14 8LN,<to_complete>,<to_complete>
376,Motspur Park,51.395319236610305,-0.239439742641338,4,KT3 6JJ,<to_complete>,<to_complete>
377,Mottingham,51.4398250617558,0.0503242023297412,4,SE9 4EN,<to_complete>,<to_complete>
378,Mudchute,51.4912361634791,-0.0149599448810793,2,E14 9UW,<to_complete>,<to_complete>
379,Neasden,51.5546273100412,-0.250115041693612,3,NW10 1PH,<to_complete>,<to_complete>
380,New Addington,51.3425904830932,-0.0173833270693507,3,CR0 0DE,<to_complete>,<to_complete>
381,New Barnet,51.6485364894024,-0.172969712284757,5,EN5 1QT,<to_complete>,<to_complete>
382,New Beckenham,51.4167054934214,-0.035304949250805,4,BR3 1QW,<to_complete>,<to_complete>
383,New Cross,51.476429364937,-0.0322788114450522,2,SE14 6LD,<to_complete>,<to_complete>
384,New Cross Gate,51.4752648660342,-0.03952905184832,2,SE14 6AR,<to_complete>,<to_complete>
385,New Eltham,51.4376907783216,0.0704446186894693,4,SE9 2AB,<to_complete>,<to_complete>
386,New Malden,51.4035554892389,-0.256218102341553,4,KT3 4PX,<to_complete>,<to_complete>
387,New Southgate,51.614093435136,-0.143009774858165,4,N11 1QH,<to_complete>,<to_complete>
388,Newbury Park,51.5756385064638,0.0903031581978967,4,IG2 7RN,<to_complete>,<to_complete>
389,Nine Elms,51.4800010492292,-0.12850098283072,1,SW8 2NA,<to_complete>,<to_complete>
390,Norbiton,51.4119088876876,-0.284199943193106,5,KT2 7AZ,<to_complete>,<to_complete>
391,Norbury,51.4111883041727,-0.122799400973473,3,SW16 3RW,<to_complete>,<to_complete>
392,North Acton,51.5234320046099,-0.259729523922228,2,W3 6UP,<to_complete>,<to_complete>
393,North Dulwich,51.4544816672148,-0.0879186802737289,2,SE21 7BX,<to_complete>,<to_complete>
394,North Ealing,51.517621818071,-0.288993547753171,3,W5 3AF,<to_complete>,<to_complete>
395,North Greenwich,51.5002551610895,0.0035862591259508,2,SE10 0PH,<to_complete>,<to_complete>
396,North Harrow,51.5846307078439,-0.362632985599068,5,HA2 7SR,<to_complete>,<to_complete>
397,North Sheen,51.4654191445198,-0.28639746196941,3,TW9 4QA,<to_complete>,<to_complete>
398,North Wembley,51.5623957964433,-0.303948213913291,4,HA0 3NT,<to_complete>,<to_complete>
399,Northfields,51.5004911568957,-0.315064812988572,3,W13 9QU,<to_complete>,<to_complete>
400,Northolt,51.5482123001801,-0.36844058759762,5,UB5 4AA,<to_complete>,<to_complete>
401,Northolt Park,51.5576184653049,-0.359434188853151,5,UB5 4XE,<to_complete>,<to_complete>
402,Northumberland Park,51.6020156471391,-0.0541320254717321,3,N17 0HY,<to_complete>,<to_complete>
403,Northwick Park,51.578508169653,-0.318199386013369,4,HA3 0AT,<to_complete>,<to_complete>
404,Northwood,51.6112129195814,-0.423837776195818,6,HA6 2XL,<to_complete>,<to_complete>
405,Northwood Hills,51.6008019779143,-0.409311348056893,6,HA6 1NZ,<to_complete>,<to_complete>
406,Norwood Junction,51.3969542014506,-0.0752098562061818,4,SE25 5AG,<to_complete>,<to_complete>
407,Notting Hill Gate,51.5093750180118,-0.195921616226391,1,W11 3HT,<to_complete>,<to_complete>
408,Nunhead,51.466579898861696,-0.0536797424804539,2,SE15 3XE,<to_complete>,<to_complete>
409,Oakleigh Park,51.637676093709,-0.166194964993836,4,EN5 1BU,<to_complete>,<to_complete>
410,Oakwood,51.64763774736,-0.131853538813394,5,N14 4UT,<to_complete>,<to_complete>
411,Ockendon,51.5219901237508,0.290483480023453,7,RM15 6PD,<to_complete>,<to_complete>
412,Old Street,51.525581330743,-0.0876229573873513,1,EC1V 9NR,<to_complete>,<to_complete>
413,Orpington,51.3735201959245,0.0890289019388343,6,BR6 0SX,<to_complete>,<to_complete>
414,Osterley,51.4812162357593,-0.352096088849003,4,TW7 4PU,<to_complete>,<to_complete>
415,Oval,51.4814124173775,-0.113321075121332,2,SE11 4PP,<to_complete>,<to_complete>
416,Oxford Circus,51.5152231744017,-0.140836170133341,1,W1C 2JS,<to_complete>,<to_complete>
417,Paddington,51.5153935002265,-0.175736750265772,1,W2 1RH,<to_complete>,<to_complete>
418,Palmers Green,51.6187865701508,-0.110272499322985,4,N13 4PN,<to_complete>,<to_complete>
419,Park Royal,51.5268335560863,-0.284928912967105,3,W5 3EL,<to_complete>,<to_complete>
420,Parsons Green,51.4749598256595,-0.201124490012253,2,SW6 4HU,<to_complete>,<to_complete>
421,Peckham Rye,51.469511252696,-0.0699835529061944,2,SE15 5DQ,<to_complete>,<to_complete>
422,Penge East,51.419975262275905,-0.0544952646379757,4,SE20 7BQ,<to_complete>,<to_complete>
423,Penge West,51.4180628313332,-0.0606457643426384,4,SE20 8NU,<to_complete>,<to_complete>
424,Perivale,51.5363412946729,-0.323070415901167,4,UB6 7NP,<to_complete>,<to_complete>
425,Petts Wood,51.3885991156954,0.0744800301001628,5,BR5 1LZ,<to_complete>,<to_complete>
426,Phipps Bridge,51.40337643152969,-0.182296786948212,3,CR4 3QN,<to_complete>,<to_complete>
427,Piccadilly Circus,51.5096965321706,-0.133711596159076,1,W1J 9HS,<to_complete>,<to_complete>
428,Pimlico,51.4895526466494,-0.133108257391385,1,SW1V 2JA,<to_complete>,<to_complete>
429,Pinner,51.5923610566072,-0.38122378173761,5,HA5 5LZ,<to_complete>,<to_complete>
430,Plaistow,51.5312883668178,0.0177806419969852,3,E13 0DY,<to_complete>,<to_complete>
431,Plumstead,51.4897925652622,0.0842996169709163,4,SE18 7EA,<to_complete>,<to_complete>
432,Ponders End,51.6427306374394,-0.0345251044598685,5,EN3 4LA,<to_complete>,<to_complete>
433,Pontoon Dock,51.5022162729144,0.0333257075489251,3,E16 2SB,<to_complete>,<to_complete>
434,Poplar,51.5075880448376,-0.0172754932925174,2,E14 0DS,<to_complete>,<to_complete>
435,Preston Road,51.5721032477993,-0.294972007483067,4,HA3 0PS,<to_complete>,<to_complete>
436,Prince Regent,51.5094346072403,0.0334885741146772,3,E16 3HE,<to_complete>,<to_complete>
437,Pudding Mill Lane,51.5343278360506,-0.0127685119445471,2,E15 2PH,<to_complete>,<to_complete>
438,Purfleet,51.4811733966936,0.236774839097188,7,RM16 1PL,<to_complete>,<to_complete>
439,Purley,51.33736337037129,-0.113613517091084,6,CR8 2AP,<to_complete>,<to_complete>
440,Purley Oaks,51.3469891804969,-0.0988153325005632,6,CR2 0ND,<to_complete>,<to_complete>
441,Putney,51.4609521781532,-0.216603370792462,2,SW15 1RT,<to_complete>,<to_complete>
442,Putney Bridge,51.4678649970564,-0.209365414301954,2,SW6 3UH,<to_complete>,<to_complete>
443,Queens Park,51.5343123177635,-0.204798146950672,2,NW6 6HJ,<to_complete>,<to_complete>
444,Queens Road Peckham,51.4742846179239,-0.0573549786690294,2,SE15 2JR,<to_complete>,<to_complete>
445,Queensbury,51.5938825093133,-0.286331592620629,4,HA8 5NP,<to_complete>,<to_complete>
446,Queenstown Road,51.4749588883145,-0.147355310845153,2,SW8 3RX,<to_complete>,<to_complete>
447,Queensway,51.5104489285477,-0.187419901048369,1,W2 4SS,<to_complete>,<to_complete>
448,Rainham,51.5173408303357,0.190691977638158,6,RM13 9YH,<to_complete>,<to_complete>
449,Ravensbourne,51.4138703699073,-0.0069378155298457,4,BR3 5HE,<to_complete>,<to_complete>
450,Ravenscourt Park,51.494067596546,-0.235969229860143,2,W6 0UG,<to_complete>,<to_complete>
451,Rayners Lane,51.575396127388494,-0.371060805748711,5,HA5 5EG,<to_complete>,<to_complete>
452,Raynes Park,51.4093749711836,-0.229912936274609,4,SW20 8NE,<to_complete>,<to_complete>
453,Reading,51.4587845668126,-0.971877620996333,9,RG1 1LZ,<to_complete>,<to_complete>
454,Rectory Road,51.5587633673592,-0.0683856644542954,2,N16 7QB,<to_complete>,<to_complete>
455,Redbridge,51.5763669943606,0.0453940440870774,4,IG4 5BG,<to_complete>,<to_complete>
456,Reedham,51.3314415132428,-0.123402623534722,6,CR8 2DG,<to_complete>,<to_complete>
457,Reeves Corner,51.375277028631,-0.106379777578369,3,CR0 1XP,<to_complete>,<to_complete>
458,Regents Park,51.5238104377728,-0.145344409720596,1,NW1 5HA,<to_complete>,<to_complete>
459,Richmond,51.4632323939592,-0.301739128704929,4,TW9 2AZ,<to_complete>,<to_complete>
460,Rickmansworth,51.640322241933696,-0.473684571012875,7,WD3 1QY,<to_complete>,<to_complete>
461,Riddlesdown,51.3326746703329,-0.0994936669081528,6,CR8 1HN,<to_complete>,<to_complete>
462,Roding Valley,51.6169565208123,0.0440262071266385,4,IG9 6LN,<to_complete>,<to_complete>
463,Romford,51.5746418942839,0.18305527427581,6,RM1 1SX,<to_complete>,<to_complete>
464,Rotherhithe,51.5015944207027,-0.0529662962549398,2,SE16 4LF,<to_complete>,<to_complete>
465,Royal Albert,51.5084939463101,0.0451771451896414,3,E16 2QD,<to_complete>,<to_complete>
466,Royal Oak,51.5182940459234,-0.188823671546854,2,W2 6ET,<to_complete>,<to_complete>
467,Royal Victoria,51.5090552671545,0.0179654125889859,3,E16 1DE,<to_complete>,<to_complete>
468,Ruislip,51.5721612338762,-0.421234915592132,6,HA4 8LD,<to_complete>,<to_complete>
469,Ruislip Gardens,51.5599595105222,-0.409294101374034,5,HA4 6LG,<to_complete>,<to_complete>
470,Ruislip Manor,51.5734509011491,-0.412849344431848,6,HA4 9AA,<to_complete>,<to_complete>
471,Russell Square,51.5230128366462,-0.124590196872619,1,WC1N 1LG,<to_complete>,<to_complete>
472,Sanderstead,51.3482461025736,-0.0937084995489339,6,CR2 0PL,<to_complete>,<to_complete>
473,Sandilands,51.3750221468239,-0.0780265894240146,3,CR0 5PN,<to_complete>,<to_complete>
474,Selhurst,51.3921856251364,-0.0898990366231026,4,SE25 6LL,<to_complete>,<to_complete>
475,Seven Kings,51.5639935121558,0.0963195752913869,4,IG3 8RE,<to_complete>,<to_complete>
476,Seven Sisters,51.5833620439954,-0.0724668225188911,3,N15 5LA,<to_complete>,<to_complete>
477,Shadwell,51.5113000646694,-0.0569192069418581,2,E1 2QE,<to_complete>,<to_complete>
478,Shenfield,51.6308736398924,0.329952270765306,7,CM15 8JD,<to_complete>,<to_complete>
479,Shepherds Bush,51.50453179561391,-0.218519156668849,2,W12 8LH,<to_complete>,<to_complete>
480,Shepherds Bush Market,51.5058803381902,-0.227400490410209,2,W12 7JD,<to_complete>,<to_complete>
481,Shoreditch High Street,51.5234666953431,-0.077087424331397,1,E1 6AW,<to_complete>,<to_complete>
482,Shortlands,51.4056023739842,0.0027675443897767,4,BR2 0JA,<to_complete>,<to_complete>
483,Sidcup,51.4343986295948,0.103315359719454,5,DA15 7AW,<to_complete>,<to_complete>
484,Silver Street,51.615242361808,-0.0725897412586619,4,N18 1QX,<to_complete>,<to_complete>
485,Slade Green,51.4677479700499,0.190518389697159,6,DA8 2NX,<to_complete>,<to_complete>
486,Sloane Square,51.4923595104806,-0.156488856057024,1,SW1W 8BB,<to_complete>,<to_complete>
487,Slough,51.5118788837057,-0.591524825275804,9,SL1 1XW,<to_complete>,<to_complete>
488,Snaresbrook,51.5808913115707,0.021463927810755,4,E11 1QE,<to_complete>,<to_complete>
489,South Acton,51.4996853882737,-0.270215203266224,3,W3 0DS,<to_complete>,<to_complete>
490,South Bermondsey,51.4876765282843,-0.0547548210670723,2,SE16 2PL,<to_complete>,<to_complete>
491,South Croydon,51.3627500488751,-0.0925173627941774,5,CR2 7PA,<to_complete>,<to_complete>
492,South Ealing,51.5016435203309,-0.307040239461223,3,W5 4QB,<to_complete>,<to_complete>
493,South Greenford,51.5340270082388,-0.336737475403501,4,UB6 2WE,<to_complete>,<to_complete>
494,South Hampstead,51.5414765580949,-0.178371198114625,2,NW8 0DJ,<to_complete>,<to_complete>
495,South Harrow,51.5646795948217,-0.351893963731605,5,HA2 8HN,<to_complete>,<to_complete>
496,South Kensington,51.4940710832552,-0.17392302133764,1,SW7 2NB,<to_complete>,<to_complete>
497,South Kenton,51.571043947551296,-0.308142971762093,4,HA9 8QT,<to_complete>,<to_complete>
498,South Merton,51.4032402207812,-0.205550298887015,4,SW20 9JT,<to_complete>,<to_complete>
499,South Quay,51.5008635789065,-0.0184606926650221,2,E14 9SH,<to_complete>,<to_complete>
500,South Ruislip,51.556889651478,-0.399115901006822,5,HA4 6TP,<to_complete>,<to_complete>
501,South Tottenham,51.5804024712281,-0.0718559563059047,3,N15 6ND,<to_complete>,<to_complete>
502,South Wimbledon,51.4153603977999,-0.191974544099057,3,SW19 1DE,<to_complete>,<to_complete>
503,South Woodford,51.5915526647549,0.0279430783744094,4,E18 1JJ,<to_complete>,<to_complete>
504,Southall,51.5059562937895,-0.378711181441562,4,UB2 4AA,<to_complete>,<to_complete>
505,Southbury,51.648433641300095,-0.0529833104002624,5,EN3 4HW,<to_complete>,<to_complete>
506,Southfields,51.44488297741,-0.206609383090931,3,SW18 5RJ,<to_complete>,<to_complete>
507,Southgate,51.6323756417307,-0.127770046307841,4,N14 5BH,<to_complete>,<to_complete>
508,Southwark,51.5038534497217,-0.105794938925092,1,SE1 8NW,<to_complete>,<to_complete>
509,St Helier,51.3899118399214,-0.19901458965509,4,SM4 6SF,<to_complete>,<to_complete>
510,St James Street,51.5806086130258,-0.0328045616794669,3,E17 7PJ,<to_complete>,<to_complete>
511,St Johns,51.4689752593041,-0.0232406618061415,2,SE8 4EW,<to_complete>,<to_complete>
512,St Margarets,51.4552054673299,-0.321324241867253,4,TW1 2LH,<to_complete>,<to_complete>
513,St Mary Cray,51.3947595863922,0.10721790023829,6,BR5 3SN,<to_complete>,<to_complete>
514,St Pancras,51.5305541987497,-0.125505781059782,1,NW1 2QP,<to_complete>,<to_complete>
515,St. James's Park,51.4996095777261,-0.133878754341125,1,SW1H 0BD,<to_complete>,<to_complete>
516,St. Johns Wood,51.5348541283933,-0.17406483866207,2,NW8 6DN,<to_complete>,<to_complete>
517,St. Pauls,51.514835138739905,-0.0975710001169854,1,EC2V 6AA,<to_complete>,<to_complete>
518,Stamford Brook,51.4944495685697,-0.245246306027922,2,W6 0SB,<to_complete>,<to_complete>
519,Stamford Hill,51.574447480834,-0.0766683415728566,3,N16 5AG,<to_complete>,<to_complete>
520,Stanmore,51.6196729504836,-0.303099287595299,5,HA7 4PD,<to_complete>,<to_complete>
521,Star Lane,51.5206042606449,0.0041910026282406,3,E16 4SR,<to_complete>,<to_complete>
522,Stepney Green,51.5219957586155,-0.0473825231948551,2,E1 4AQ,<to_complete>,<to_complete>
523,Stockwell,51.4721590571156,-0.122846303356526,2,SW9 9AE,<to_complete>,<to_complete>
524,Stoke Newington,51.564637494145,-0.0723353943786903,2,N16 6YA,<to_complete>,<to_complete>
525,Stonebridge Park,51.5439861056564,-0.275400437104679,3,NW10 0RW,<to_complete>,<to_complete>
526,Stoneleigh,51.363363646997904,-0.248709653473392,5,KT17 2JA,<to_complete>,<to_complete>
527,Stratford,51.541692575874,-0.0037516410271907,3,E15 1AZ,<to_complete>,<to_complete>
528,Stratford High Street,51.5381489524464,-0.0010803560037945,3,E15 3PA,<to_complete>,<to_complete>
529,Stratford International,51.5448085230875,-0.0087784340129179,3,E15 2LZ,<to_complete>,<to_complete>
530,Strawberry Hill,51.439747278051904,-0.339617724386049,5,TW1 4PP,<to_complete>,<to_complete>
531,Streatham,51.4258456483774,-0.132325495736147,3,SW16 6HP,<to_complete>,<to_complete>
532,Streatham Common,51.4189844509068,-0.135726164035307,3,SW16 5NT,<to_complete>,<to_complete>
533,Streatham Hill,51.4384601587523,-0.127681480540516,3,SW2 4PA,<to_complete>,<to_complete>
534,Sudbury and Harrow Road,51.5544932686619,-0.315926235937249,4,HA0 2HA,<to_complete>,<to_complete>
535,Sudbury Hill,51.5573390110298,-0.336392108538228,4,HA1 3RA,<to_complete>,<to_complete>
536,Sudbury Hill Harrow,51.5583417256907,-0.33544668656216,4,HA1 3RJ,<to_complete>,<to_complete>
537,Sudbury Town,51.5513969271083,-0.316343479907577,4,HA0 2LA,<to_complete>,<to_complete>
538,Sundridge Park,51.4133938352705,0.0203651090291948,4,BR1 3TR,<to_complete>,<to_complete>
539,Surbiton,51.3925990366125,-0.30438455443494,6,KT6 4PE,<to_complete>,<to_complete>
540,Surrey Quays,51.4932667816228,-0.0475299875263057,2,SE16 2UE,<to_complete>,<to_complete>
541,Sutton,51.3595058240713,-0.191302009044985,5,SM1 1JA,<to_complete>,<to_complete>
542,Sutton Common,51.3755543745682,-0.196919910134175,4,SM1 3HY,<to_complete>,<to_complete>
543,Swiss Cottage,51.5430345616616,-0.175626602641138,2,NW3 6HY,<to_complete>,<to_complete>
544,Sydenham,51.4273411641062,-0.055088670764223,3,SE26 5EU,<to_complete>,<to_complete>
545,Sydenham Hill,51.4325757586356,-0.0802302075090671,3,SE21 7HW,<to_complete>,<to_complete>
546,Syon Lane,51.4814741554056,-0.326495028366485,4,TW7 5NT,<to_complete>,<to_complete>
547,Tadworth,51.2916274794228,-0.236008012647663,6,KT20 5SP,<to_complete>,<to_complete>
548,Taplow,51.5235608415769,-0.6813848514102,9,SL6 0NU,<to_complete>,<to_complete>
549,Tattenham Corner,51.3091809150244,-0.242566269387599,6,KT18 5PR,<to_complete>,<to_complete>
550,Teddington,51.42449695426809,-0.332705330569485,6,TW11 9AA,<to_complete>,<to_complete>
551,Temple,51.5110404236047,-0.113725749531254,1,WC2R 2PH,<to_complete>,<to_complete>
552,Thames Ditton,51.3886155199462,-0.338292830966153,6,KT7 0PA,<to_complete>,<to_complete>
553,Theobalds Grove,51.6923725348055,-0.0347481343438092,7,EN8 7BG,<to_complete>,<to_complete>
554,Therapia Lane,51.3856855818393,-0.129017105892247,3,CR0 3DD,<to_complete>,<to_complete>
555,Theydon Bois,51.67255225418,0.102890736881682,6,CM16 7EU,<to_complete>,<to_complete>
556,Thornton Heath,51.3984809160272,-0.10043316453581,4,CR7 8RX,<to_complete>,<to_complete>
557,Tolworth,51.3768428600788,-0.27962011044214,5,KT5 9NU,<to_complete>,<to_complete>
